seqnames	start	end	width	strand	value	area	cluster	indexStart	indexEnd	L	clusterL	p.value	fwer	p.valueArea	fwerArea	name	annotation	description	region	distance	subregion	insideDistance	exonnumber	nexons	UTR	strand.1	geneL	codingL	Geneid	subjectHits
chr11	79152821	79152821	1	*	0.285008172161808	0.285008172161808	76595	511193	511193	1	2	0.0430381276020752	1	0.0894453902581438	1	TENM4	NM_001098816 NP_001092286 XM_011544933 XM_017017525 XM_017017526 XP_011543235 XP_016873014 XP_016873015	promoter	promoter	1126	NA	NA	NA	34	NA	-	787367	NA	26011	23540
chr17	26939704	26939704	1	*	0.284959338050954	0.284959338050954	168307	699104	699104	1	3	0.043152221817051	1	0.0895527730487093	1	RSKR	NM_001174103 NM_144610 NP_001167574	inside exon	inside	1507	inside exon	0	5	9	inside transcription region	-	2649	NA	124923	9630
chr12	124019284	124019284	1	*	0.284922003885939	0.284922003885939	103501	564414	564414	1	3	0.0432081503538039	1	0.0896042273025219	1	RILPL1	NM_001319243 NM_001319244 NM_001319302 NM_178314 NP_001306172 NP_001306173 NP_001306231 NP_847884 XM_006719372 XM_006719373 XM_011538282 XM_011538284 XM_011538285 XP_006719435 XP_006719436 XP_011536584 XP_011536586 XP_011536587 XR_944537	promoter	promoter	1019	NA	NA	NA	8	NA	-	62356	NA	353116	31198
chr9	115912974	115912974	1	*	0.284914025357943	0.284914025357943	412376	424995	424995	1	10	0.0432170989196844	1	0.0896109387269323	1	SLC31A2	NM_001860 NP_001851 XM_011518216 XM_017014267 XP_011516518 XP_016869756	promoter	promoter	264	NA	NA	NA	4	NA	+	13184	NA	1318	10624
chr12	45443735	45443735	1	*	0.284898872544982	0.284898872544982	90814	538272	538272	1	17	0.0432394703343855	1	0.0896333101416334	1	DBX2	NM_001004329 NP_001004329	inside intron	inside	1147	inside intron	572	1	4	inside transcription region	-	36343	NA	440097	36052
chr16	71560421	71560421	1	*	0.284857807094022	0.284857807094022	157488	674727	674727	1	3	0.04332671885172	1	0.0897183215174978	1	CHST4	NM_001166395 NM_005769 NP_001159867 NP_005760	inside intron	inside	267	inside intron	-22	1	2	5' UTR	+	12339	NA	10164	3893
chr8	82644373	82644373	1	*	0.284817060371024	0.284817060371024	394198	393881	393881	1	12	0.0434005445202338	1	0.0897831986201311	1	CHMP4C	NM_152284 NP_689497	promoter	promoter	315	NA	NA	NA	5	NA	+	27060	NA	92421	70219
chr8	48100957	48100957	1	*	0.284747180532809	0.284747180532809	390341	387023	387023	1	8	0.04352135015962	1	0.0898950556936369	1	LOC100287846	NR_037168	inside exon	inside	27	inside exon	0	1	1	inside transcription region	+	3509	NA	100287846	1102
chr15	42132791	42132791	1	*	0.284716309800505	0.284716309800505	134391	626153	626153	1	1	0.0435817529793132	1	0.0899465099474495	1	PLA2G4B	NM_001114633 NP_001108105	inside exon	inside	1780	inside exon	0	3	20	inside transcription region	+	9335	NA	100137049	826
chr6	112575705	112575705	1	*	0.28466141289561	0.28466141289561	351526	310726	310726	1	12	0.0436868986284086	1	0.0900427070306645	1	LAMA4	NM_001105206 NM_001105207 NM_001105208 NM_001105209 NM_002290 NP_001098676 NP_001098677 NP_001098678 NP_001098679 NP_002281 XM_005266983 XM_005266984 XM_017010854 XP_005267040 XP_005267041 XP_016866343 XR_001743406 XR_001743407	inside exon	inside	212	inside exon	0	1	2	5' UTR	-	933	NA	3910	33389
chr11	289441	289441	1	*	0.284613014155281	0.284613014155281	61974	478033	478033	1	7	0.0437830957116235	1	0.0901366669724093	1	PGGHG	NM_025092 NP_079368 XM_011520383 XM_011520384 XM_011520385 XM_011520386 XM_011520387 XM_017018355 XP_011518685 XP_011518686 XP_011518687 XP_011518688 XP_011518689 XP_016873844 XR_428856 XR_930912	promoter	promoter	118	NA	NA	NA	8	NA	+	3943	NA	80162	62220
chr3	48541904	48541904	1	*	0.284547085017754	0.284547085017754	273901	157599	157599	1	12	0.0439128499168902	1	0.0902597097532657	1	SHISA5	NM_001272065 NM_001272066 NM_001272067 NM_001272068 NM_001272082 NM_001272083 NM_016479 NP_001258994 NP_001258995 NP_001258996 NP_001258997 NP_001259011 NP_001259012 NP_057563 XM_005265205 XM_006713188 XM_011533796 XP_005265262 XP_006713251 XP_011532098	promoter	promoter	222	NA	NA	NA	6	NA	-	32485	NA	51246	39541
chr15	50839584	50839584	1	*	0.284426012405899	0.284426012405899	135777	628975	628975	1	7	0.0441320897809615	1	0.0904588153441059	1	USP50	NM_203494 NP_987090 XR_001751265	promoter	promoter	682	NA	NA	NA	7	NA	-	46143	NA	373509	31866
chr13	44452838	44452838	1	*	0.284411956631411	0.284411956631411	109677	576953	576953	1	23	0.0441566983371327	1	0.0904834239002772	1	LACC1	NM_001128303 NM_001350638 NM_001350639 NM_001350640 NM_001350641 NM_001350642 NM_001350643 NM_001350644 NM_001350645 NM_001350646 NM_001350647 NM_001350648 NM_153218 NP_001121775 NP_001337567 NP_001337568 NP_001337569 NP_001337570 NP_001337571 NP_001337572 NP_001337573 NP_001337574 NP_001337575 NP_001337576 NP_001337577 NP_694950 XM_006719766 XM_011534935 XM_024449319 XM_024449320 XM_024449321 XP_006719829 XP_011533237 XP_024305087 XP_024305088 XP_024305089	promoter	promoter	582	NA	NA	NA	7	NA	+	14648	NA	144811	11952
chr5	150727156	150727156	1	*	-0.284394015280602	0.284394015280602	331000	263266	263266	1	5	0.0441947297421247	1	0.0905214553052691	1	SLC36A2	NM_181776 NP_861441 XM_005268377 XM_006714756 XM_017009083 XM_017009084 XP_005268434 XP_006714819 XP_016864572 XP_016864573	promoter	promoter	5	NA	NA	NA	5	NA	-	8977	NA	153201	13437
chr19	51843854	51843854	1	*	0.284252907718064	0.284252907718064	204131	776414	776414	1	2	0.0444833209917696	1	0.0907943865646232	1	VSIG10L	NM_001163922 NP_001157394	promoter	promoter	845	NA	NA	NA	7	NA	-	8214	NA	147645	12402
chr3	197517522	197517522	1	*	0.284196446169628	0.284196446169628	293110	192686	192686	1	15	0.0445526723773431	1	0.0908637379501968	1	LRCH3	NM_001363887 NM_001365715 NM_001365716 NM_001365717 NM_001365718 NM_001365719 NM_032773 NP_001350816 NP_001352644 NP_001352645 NP_001352646 NP_001352647 NP_001352648 NP_116162 NR_158582 XM_005269363 XM_005269367 XM_011513242 XM_017007350 XM_017007351 XM_017007352 XP_005269420 XP_005269424 XP_011511544 XP_016862839 XP_016862840 XP_016862841 XR_001740329	promoter	promoter	623	NA	NA	NA	18	NA	+	92898	NA	84859	66187
chr5	157284650	157284650	1	*	0.284155630139231	0.284155630139231	331831	264730	264730	1	1	0.044628735187327	1	0.0909353264772404	1	CLINT1	NM_001195555 NM_001195556 NM_014666 NP_001182484 NP_001182485 NP_055481 XM_011534701 XM_017010087 XM_017010088 XP_011533003 XP_016865576 XP_016865577	inside intron	inside	1533	inside intron	1287	1	12	inside transcription region	-	73432	NA	9685	72221
chr4	818664	818664	1	*	0.284152956339008	0.284152956339008	293413	193505	193505	1	2	0.0446354466117374	1	0.0909420379016508	1	CPLX1	NM_006651 NP_006642 XM_011513391 XP_011511693	inside intron	inside	1281	inside intron	-274	2	5	5' UTR	-	41200	NA	10815	6073
chr6	135272310	135272310	1	*	0.284093946437326	0.284093946437326	353801	314656	314656	1	2	0.0447316436949523	1	0.0910337607019255	1	ALDH8A1	NM_001193480 NM_022568 NM_170771 NP_001180409 NP_072090 NP_739577	promoter	promoter	1050	NA	NA	NA	6	NA	-	32732	NA	64577	53143
chr17	67137953	67137953	1	*	0.284088334821382	0.284088334821382	177180	718045	718045	1	6	0.044762963675534	1	0.0910606063995669	1	ABCA6	NM_080284 NM_172346 NP_525023 XM_011524574 XM_017024404 XM_017024405 XM_017024406 XM_017024407 XM_017024408 XM_024450683 XP_011522876 XP_016879893 XP_016879894 XP_016879895 XP_016879896 XP_016879897 XP_024306451	inside exon	inside	62	inside exon	0	1	4	5' UTR	-	6650	NA	23460	20981
chr7	137638230	137638230	1	*	0.284071186687545	0.284071186687545	378919	363770	363770	1	3	0.0447875722317052	1	0.091082977814268	1	CREB3L2-AS1	NR_161346	inside exon	inside	136	inside exon	0	1	4	inside transcription region	+	4618	NA	100130880	560
chr16	2287294	2287294	1	*	0.284025858722744	0.284025858722744	146994	652332	652332	1	17	0.0448636350416891	1	0.0911523291998416	1	DNASE1L2	NM_001301680 NM_001374 NP_001288609 NP_001365 XM_011522399 XP_011520701	inside exon	inside	826	inside exon	0	4	7	inside transcription region	+	2244	NA	1775	15557
chr16	57662541	57662541	1	*	0.283957203476658	0.283957203476658	155219	669695	669695	1	17	0.0450179978031271	1	0.0912887948295186	1	ADGRG1	NM_001145770 NM_001145771 NM_001145772 NM_001145773 NM_001145774 NM_001290142 NM_001290143 NM_001290144 NM_001370428 NM_001370429 NM_001370430 NM_001370431 NM_001370432 NM_001370433 NM_001370434 NM_001370435 NM_001370436 NM_001370437 NM_001370438 NM_001370439 NM_001370440 NM_001370441 NM_001370442 NM_001370451 NM_001370453 NM_001370454 NM_005682 NM_201524 NM_201525 NP_001139242 NP_001139243 NP_001139244 NP_001139245 NP_001139246 NP_001277071 NP_001277072 NP_001277073 NP_001357357 NP_001357358 NP_001357359 NP_001357360 NP_001357361 NP_001357362 NP_001357363 NP_001357364 NP_001357365 NP_001357366 NP_001357367 NP_001357368 NP_001357369 NP_001357370 NP_001357371 NP_001357380 NP_001357382 NP_001357383 NP_005673 NP_958932 NP_958933 XM_005256237 XM_005256238 XM_005256239 XM_005256240 XM_005256241 XM_005256242 XM_005256244 XM_005256245 XM_005256246 XM_005256248 XM_005256252 XM_005256254 XM_005256255 XM_006721338 XM_006721339 XM_006721340 XM_006721341 XM_006721342 XM_006721344 XM_006721345 XM_006721346 XM_006721347 XM_011523461 XM_011523462 XM_011523464 XM_011523465 XM_011523466 XM_011523467 XM_011523468 XM_017023892 XP_005256294 XP_005256295 XP_005256296 XP_005256297 XP_005256298 XP_005256299 XP_005256301 XP_005256302 XP_005256303 XP_005256305 XP_005256309 XP_005256311 XP_005256312 XP_006721401 XP_006721402 XP_006721403 XP_006721404 XP_006721405 XP_006721407 XP_006721408 XP_006721409 XP_006721410 XP_011521763 XP_011521764 XP_011521766 XP_011521767 XP_011521768 XP_011521769 XP_011521770 XP_016879381	inside exon	inside	122	inside exon	0	1	14	5' UTR	+	36525	NA	9289	70448
chr11	64739636	64739636	1	*	0.283837166717942	0.283837166717942	72268	501268	501268	1	14	0.0452215776769076	1	0.0914744775715382	1	MAJIN	NM_001037225 NM_001300803 NM_001318808 NP_001032302 NP_001287732 NP_001305737 XM_005273918 XM_024448447 XM_024448448 XP_005273975 XP_024304215 XP_024304216	promoter	promoter	79	NA	NA	NA	9	NA	-	33628	NA	283129	26026
chr16	87903292	87903292	1	*	0.283709448782582	0.283709448782582	161181	682112	682112	1	7	0.0454452918239191	1	0.091684768869729	1	SLC7A5	NM_003486 NP_003477 XM_006721286 XM_017023735 XM_017023736 XM_017023737 XP_006721349 XP_016879224 XP_016879225 XP_016879226	promoter	promoter	192	NA	NA	NA	10	NA	-	39471	NA	8140	63230
chr14	94393816	94393816	1	*	0.28369407585629	0.28369407585629	127595	611606	611606	1	8	0.0454810860874409	1	0.0917183259917807	1	FAM181A	NM_001207071 NM_001207072 NM_001207073 NM_001207074 NM_138344 NP_001194000 NP_001194001 NP_001194002 NP_001194003 NP_612353 XM_011537297 XP_011535599	inside exon	inside	85	inside exon	0	1	2	5' UTR	+	2223	NA	90050	68711
chr15	75073472	75073472	1	*	0.283639010841671	0.283639010841671	140580	637891	637891	1	9	0.0456041288682972	1	0.0918279459238164	1	CSK	NM_001127190 NM_001354988 NM_004383 NP_001120662 NP_001341917 NP_004374	promoter	promoter	953	NA	NA	NA	14	NA	+	21114	NA	1445	11920
chr15	64443970	64443970	1	*	0.283558936787692	0.283558936787692	137982	632966	632966	1	12	0.0458099458835478	1	0.0920136286658359	1	SNX22	NM_024798 NP_079074 NR_073534 XM_005254677 XM_017022581 XP_005254734 XP_016878070	inside exon	inside	54	inside exon	0	1	7	5' UTR	+	5764	NA	79856	61449
chr12	25055108	25055108	1	*	0.283548667548658	0.283548667548658	88833	534748	534748	1	21	0.0458390287226593	1	0.0920382372220072	1	BCAT1	NM_001178091 NM_001178092 NM_001178093 NM_001178094 NM_005504 NP_001171562 NP_001171563 NP_001171564 NP_001171565 NP_005495 XM_017019768 XP_016875257 XR_001748835	inside exon	inside	214	inside exon	0	1	11	5' UTR	-	92364	NA	586	49984
chr1	201252510	201252510	1	*	0.283526419808624	0.283526419808624	31556	64461	64461	1	13	0.0458837715520616	1	0.0920807429099394	1	PKP1	NM_000299 NM_001005337 NP_000290 NP_001005337	promoter	promoter	70	NA	NA	NA	14	NA	+	49541	NA	5317	41326
chr2	65355927	65355927	1	*	0.283524382842744	0.283524382842744	216482	99611	99611	1	1	0.045890482976472	1	0.0920874543343497	1	RAB1A	NM_004161 NM_015543 NP_004152 NP_056358 XM_005264468 XP_005264525	inside intron	inside	1508	inside intron	1099	1	5	inside transcription region	-	43447	NA	5861	49995
chr11	75480246	75480246	1	*	0.283521855194013	0.283521855194013	75756	509687	509687	1	13	0.0458971944008823	1	0.0920941657587601	1	DGAT2	NM_001253891 NM_032564 NP_001240820 NP_115953 XM_011545304 XP_011543606	inside intron	inside	468	inside intron	-88	1	7	inside transcription region	+	32803	NA	84649	65790
chr10	85954958	85954958	1	*	0.283493072892659	0.283493072892659	52762	459027	459027	1	13	0.0459508857961651	1	0.0921389085881624	1	CDHR1	NM_001171971 NM_033100 NP_001165442 NP_149091 XM_011540337 XM_011540338 XM_011540339 XM_011540340 XP_011538639 XP_011538640 XP_011538641 XP_011538642	inside intron	inside	546	inside intron	291	2	17	inside transcription region	+	24964	NA	92211	70074
chr6	159465525	159465525	1	*	0.283449350817058	0.283449350817058	357593	321168	321168	1	2	0.0460336600305594	1	0.0922149713981463	1	TAGAP	NM_001278733 NM_054114 NM_138810 NM_152133 NP_001265662 NP_473455 NP_620165 NP_687034	inside intron	inside	659	inside intron	-288	2	8	5' UTR	-	6240	NA	117289	8790
chr12	16758465	16758465	1	*	0.283446805173744	0.283446805173744	88147	533584	533584	1	34	0.0460358971720295	1	0.0922172085396164	1	LMO3	NM_001001395 NM_001243609 NM_001243610 NM_001243611 NM_001243612 NM_001243613 NM_018640 NP_001001395 NP_001230538 NP_001230539 NP_001230540 NP_001230541 NP_001230542 NP_061110 NR_045012 NR_045013 NR_045014 XM_006719110 XM_006719111 XM_011520762 XM_011520763 XM_017019643 XM_024449058 XP_006719173 XP_006719174 XP_011519064 XP_011519065 XP_016875132 XP_024304826	promoter	promoter	152	NA	NA	NA	4	NA	-	57007	NA	55885	46298
chr1	214160148	214160148	1	*	0.283367505888308	0.283367505888308	34533	70139	70139	1	17	0.046163414235826	1	0.0923335398960624	1	PROX1	NM_001270616 NM_002763 NP_001257545 NP_002754 XM_005273194 XM_005273195 XM_011509771 XM_011509772 XM_011509773 XM_017001832 XM_017001833 XP_005273251 XP_005273252 XP_011508073 XP_011508074 XP_011508075 XP_016857321 XP_016857322	promoter	promoter	1130	NA	NA	NA	5	NA	+	53569	NA	5629	46914
chr13	37249426	37249426	1	*	0.283225034737084	0.283225034737084	108730	575359	575359	1	16	0.0464452940610605	1	0.092597522589536	1	SERTM1	NM_203451 NP_982276	inside intron	inside	1377	inside intron	-1104	1	2	5' UTR	+	23926	NA	400120	33823
chr13	24736095	24736095	1	*	0.283224150882952	0.283224150882952	106822	571831	571831	1	19	0.0464452940610605	1	0.092597522589536	1	MIR2276	NR_031753	promoter	promoter	460	NA	NA	NA	1	NA	+	88	NA	100313842	1444
chr17	37123843	37123843	1	*	0.283179539371383	0.283179539371383	170392	703438	703438	1	12	0.0465660997004468	1	0.0927160910874521	1	FBXO47	NM_001008777 NP_001008777 XM_011524865 XM_011524866 XM_011524867 XP_011523167 XP_011523168 XP_011523169	promoter	promoter	188	NA	NA	NA	11	NA	-	30970	NA	494188	38064
chr3	55523099	55523099	1	*	0.28316183764668	0.28316183764668	275519	161590	161590	1	28	0.0466197910957295	1	0.0927675453412647	1	WNT5A	NM_001256105 NM_003392 NP_001243034 NP_003383 XM_006713324 XM_011534085 XM_011534086 XM_011534087 XM_011534088 XM_011534089 XM_017007127 XM_017007128 XP_006713387 XP_011532387 XP_011532388 XP_011532389 XP_011532390 XP_011532391 XP_016862616 XP_016862617	promoter	promoter	1429	NA	NA	NA	5	NA	-	21927	NA	7474	58603
chr17	79882823	79882823	1	*	0.283134325941017	0.283134325941017	181095	727251	727251	1	4	0.0466936167642433	1	0.0928368967268383	1	MAFG	NM_002359 NM_032711 NP_002350 NP_116100	promoter	promoter	1379	NA	NA	NA	3	NA	-	5299	NA	4097	34760
chr17	67058208	67058208	1	*	0.283119799107998	0.283119799107998	177173	718035	718035	1	6	0.0467137510374744	1	0.0928547938585992	1	ABCA9	NM_080283 NM_172386 NP_525022 XM_017024011 XM_017024012 XM_017024013 XM_017024015 XM_024450529 XM_024450530 XM_024450531 XP_016879500 XP_016879501 XP_016879502 XP_016879504 XP_024306297 XP_024306298 XP_024306299 XR_002957943	promoter	promoter	1072	NA	NA	NA	6	NA	-	18079	NA	10350	4548
chr12	49741245	49741245	1	*	0.28310514388499	0.28310514388499	91677	540195	540195	1	14	0.0467383595936456	1	0.0928771652733004	1	DNAJC22	NM_001304944 NM_024902 NP_001291873 NP_079178 XM_005269155 XM_005269156 XM_005269157 XP_005269212 XP_005269213 XP_005269214	inside exon	inside	204	inside exon	0	1	4	5' UTR	+	4644	NA	79962	61780
chr1	27940619	27940619	1	*	0.28310465982912	0.28310465982912	8742	19167	19167	1	1	0.0467405967351157	1	0.0928794024147705	1	FGR	NM_001042729 NM_001042747 NM_005248 NP_001036194 NP_001036212 NP_005239 XM_006710452 XM_011541010 XM_011541011 XM_011541012 XM_011541013 XM_011541014 XM_017000673 XM_017000674 XP_006710515 XP_011539312 XP_011539313 XP_011539314 XP_011539315 XP_011539316 XP_016856162 XP_016856163 XR_946583	inside intron	inside	1555	inside intron	321	3	5	inside transcription region	-	3373	NA	2268	18551
chr2	136873789	136873789	1	*	0.283007503123068	0.283007503123068	226011	117463	117463	1	26	0.0469307537600755	1	0.0930583737323797	1	CXCR4	NM_001008540 NM_001348056 NM_001348059 NM_001348060 NM_003467 NP_001008540 NP_001334985 NP_001334988 NP_001334989 NP_003458	inside exon	inside	24	inside exon	0	1	1	5' UTR	-	1894	NA	7852	59610
chr4	57371607	57371607	1	*	0.282924006992932	0.282924006992932	300378	207358	207358	1	10	0.0471209107850353	1	0.0932373450499889	1	ARL9	NM_001363794 NM_206919 NP_001350723 NP_996802 XM_005265720 XM_006714036 XP_005265777 XP_006714099	inside exon	inside	232	inside exon	0	1	4	5' UTR	+	18683	NA	132946	10736
chr2	180726697	180726697	1	*	0.28291784020173	0.28291784020173	230853	125910	125910	1	14	0.0471298593509158	1	0.0932462936158694	1	ZNF385B	NM_001113397 NM_001113398 NM_001282725 NM_001352808 NM_001352809 NM_001352810 NM_001352811 NM_001352812 NM_001352813 NM_001352814 NM_001352815 NM_001352816 NM_001352817 NM_152520 NP_001106868 NP_001106869 NP_001269654 NP_001339737 NP_001339738 NP_001339739 NP_001339740 NP_001339741 NP_001339742 NP_001339743 NP_001339744 NP_001339745 NP_001339746 NP_689733 NR_104234 NR_148054 NR_148055 NR_148056 NR_148057 NR_148058 NR_148059 XM_011510713 XM_011510716 XM_011510717 XM_011510719 XM_011510720 XM_011510721 XM_011510723 XM_017003441 XP_011509015 XP_011509018 XP_011509019 XP_011509021 XP_011509022 XP_011509023 XP_011509025 XP_016858930	promoter	promoter	465	NA	NA	NA	10	NA	-	419521	NA	151126	13104
chr17	72210343	72210343	1	*	0.28289224007893	0.28289224007893	178004	719333	719333	1	19	0.0471857878876687	1	0.0932910364452717	1	TTYH2	NM_001330453 NM_032646 NM_052869 NP_001317382 NP_116035 NP_443101	inside intron	inside	647	inside intron	-487	1	14	inside transcription region	+	48461	NA	94015	71055
chr19	34974284	34974284	1	*	0.282885326656631	0.282885326656631	198917	763618	763618	1	1	0.0471880250291388	1	0.0932932735867418	1	WTIP	NM_001080436 NP_001073905 XM_006723014 XM_011526452 XM_011526453 XP_006723077 XP_011524754 XP_011524755	inside intron	inside	1404	inside intron	-737	1	8	inside transcription region	+	19205	NA	126374	9865
chr10	121303635	121303635	1	*	0.282855023800294	0.282855023800294	58719	470500	470500	1	1	0.0472529021317721	1	0.0933514392649648	1	RGS10	NM_001005339 NM_002925 NP_001005339 NP_002916	promoter	promoter	1413	NA	NA	NA	5	NA	-	42883	NA	6001	50623
chr11	111783352	111783352	1	*	0.282853538554823	0.282853538554823	79652	516606	516606	1	22	0.0472551392732422	1	0.0933536764064349	1	HSPB2	NM_001541 NP_001532	promoter	promoter	108	NA	NA	NA	3	NA	+	6268	NA	3316	30002
chr6	31621299	31621299	1	*	0.282769584517107	0.282769584517107	342167	288758	288758	1	51	0.0474273991664411	1	0.0935147505922832	1	BAG6	NM_001098534 NM_001199697 NM_001199698 NM_004639 NM_080702 NM_080703 NP_001092004 NP_001186626 NP_001186627 NP_004630 NP_542433 NP_542434 XM_011514892 XM_017011275 XM_017011276 XM_017011277 XM_017011278 XM_017011279 XM_017011280 XM_017011281 XM_017011282 XM_017011283 XM_017011284 XM_017011285 XM_017011286 XM_017011287 XM_017011289 XM_017011290 XM_017011291 XM_017011292 XM_017011293 XM_017011294 XM_017011295 XM_017011296 XM_017011297 XM_017011298 XM_024446545 XM_024446546 XM_024446547 XP_011513194 XP_016866764 XP_016866765 XP_016866766 XP_016866767 XP_016866768 XP_016866769 XP_016866770 XP_016866771 XP_016866772 XP_016866773 XP_016866774 XP_016866775 XP_016866776 XP_016866778 XP_016866779 XP_016866780 XP_016866781 XP_016866782 XP_016866783 XP_016866784 XP_016866785 XP_016866786 XP_016866787 XP_024302313 XP_024302314 XP_024302315	promoter	promoter	822	NA	NA	NA	23	NA	-	13672	NA	7917	60106
chr4	110902096	110902096	1	*	0.282591958333277	0.282591958333277	305086	215618	215618	1	1	0.0477450732551974	1	0.0938078161248683	1	EGF	NM_001178130 NM_001178131 NM_001357021 NM_001963 NP_001171601 NP_001171602 NP_001343950 NP_001954 XM_005262796 XM_011531707 XM_017007845 XM_017007846 XM_017007847 XM_017007848 XM_017007849 XM_017007850 XM_017007851 XM_017007853 XM_017007854 XM_017007855 XP_005262853 XP_011530009 XP_016863334 XP_016863335 XP_016863336 XP_016863337 XP_016863338 XP_016863339 XP_016863340 XP_016863342 XP_016863343 XP_016863344 XR_001741156 XR_001741157	inside exon	inside	263	inside exon	0	1	7	inside transcription region	+	32285	NA	1950	16053
chr17	75878943	75878943	1	*	0.282581759608036	0.282581759608036	179411	722635	722635	1	6	0.0477652075284285	1	0.0938257132566292	1	LINC01973	NM_001001685 NR_028337	inside exon	inside	1226	inside exon	0	2	2	3'UTR	-	5086	NA	400624	33878
chr10	100996825	100996825	1	*	0.282535698170906	0.282535698170906	55338	463755	463755	1	12	0.0478435074798825	1	0.0938950646422028	1	HPSE2	NM_001166244 NM_001166245 NM_001166246 NM_021828 NP_001159716 NP_001159717 NP_001159718 NP_068600 XM_006717937 XM_011540029 XM_011540030 XM_011540031 XM_017016495 XM_017016496 XM_017016497 XM_017016498 XM_024448119 XM_024448120 XP_006718000 XP_011538331 XP_011538332 XP_011538333 XP_016871984 XP_016871985 XP_016871986 XP_016871987 XP_024303887 XP_024303888 XR_001747170	promoter	promoter	1193	NA	NA	NA	10	NA	-	778798	NA	60495	50881
chr15	47476104	47476104	1	*	0.282527209022564	0.282527209022564	135294	628104	628104	1	8	0.0478703531775239	1	0.093919673198374	1	SEMA6D	NM_001198999 NM_001358351 NM_001358352 NM_020858 NM_024966 NM_153616 NM_153617 NM_153618 NM_153619 NP_001185928 NP_001345280 NP_001345281 NP_065909 NP_079242 NP_705869 NP_705870 NP_705871 NP_705872 XM_005254685 XM_005254689 XM_011522075 XM_011522076 XM_011522077 XM_011522078 XM_011522079 XM_011522080 XM_011522081 XM_017022617 XM_017022618 XM_017022619 XM_017022620 XM_017022621 XM_024450073 XM_024450074 XM_024450075 XM_024450076 XP_005254742 XP_005254746 XP_011520377 XP_011520378 XP_011520379 XP_011520380 XP_011520381 XP_011520382 XP_011520383 XP_016878106 XP_016878107 XP_016878108 XP_016878109 XP_016878110 XP_024305841 XP_024305842 XP_024305843 XP_024305844 XR_001751399	promoter	promoter	299	NA	NA	NA	20	NA	+	590017	NA	80031	62022
chr1	15255198	15255198	1	*	0.282465033446045	0.282465033446045	4650	10922	10922	1	2	0.0479598388363285	1	0.0940024474327683	1	KAZN	NM_001017999 NM_001018000 NM_001018001 NM_001370229 NM_001370230 NM_001370231 NM_015209 NM_201628 NP_001017999 NP_001018000 NP_001018001 NP_001357158 NP_001357159 NP_001357160 NP_056024 NP_963922 XM_005245795 XM_011541074 XM_011541075 XM_011541076 XM_011541077 XM_011541080 XM_017000768 XM_017000769 XM_017000770 XM_017000771 XP_005245852 XP_011539376 XP_011539377 XP_011539378 XP_011539379 XP_011539382 XP_016856257 XP_016856258 XP_016856259 XP_016856260	promoter	promoter	1098	NA	NA	NA	8	NA	+	138355	NA	23254	20248
chr12	46386648	46386648	1	*	0.282427529696529	0.282427529696529	90952	538517	538517	1	3	0.0480381387877825	1	0.0940762731012821	1	SCAF11	NM_004719 NP_004710 XM_005269230 XM_011538984 XM_011538985 XM_017020217 XM_017020218 XM_017020219 XM_017020220 XM_024449274 XM_024449275 XP_005269287 XP_011537286 XP_011537287 XP_016875706 XP_016875707 XP_016875708 XP_016875709 XP_024305042 XP_024305043	promoter	promoter	745	NA	NA	NA	12	NA	-	65978	NA	9169	69770
chr10	32219402	32219402	1	*	0.282348119434324	0.282348119434324	45847	446900	446900	1	3	0.048203687256571	1	0.0942306358627201	1	ARHGAP12	NM_001270695 NM_001270696 NM_001270697 NM_001270698 NM_001270699 NM_018287 NP_001257624 NP_001257625 NP_001257626 NP_001257627 NP_001257628 NP_060757 XM_005252644 XM_011519761 XM_017016954 XP_005252701 XP_011518063 XP_016872443	promoter	promoter	1598	NA	NA	NA	13	NA	-	114617	NA	94134	71166
chr17	49244634	49244634	1	*	0.282338446544824	0.282338446544824	174157	712615	712615	1	7	0.0482282958127423	1	0.0942552444188913	1	NME2	NM_001018137 NM_001018138 NM_001018139 NM_001198682 NM_002512 NP_001018147 NP_001018148 NP_001018149 NP_001185611 NP_002503	inside intron	inside	551	inside intron	-316	1	4	inside transcription region	+	5022	NA	4831	37674
